,Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
227,Alabama,1 wk ahead,Bin,percent,6,6.1,0.007633588
228,Alabama,1 wk ahead,Bin,percent,6.1,6.2,0.007633588
229,Alabama,1 wk ahead,Bin,percent,6.2,6.3,0.007633588
230,Alabama,1 wk ahead,Bin,percent,6.3,6.4,0.007633588
231,Alabama,1 wk ahead,Bin,percent,6.4,6.5,0.007633588
232,Alabama,1 wk ahead,Bin,percent,6.5,6.6,0.007633588
233,Alabama,1 wk ahead,Bin,percent,6.6,6.7,0.007633588
234,Alabama,1 wk ahead,Bin,percent,6.7,6.8,0.007633588
235,Alabama,1 wk ahead,Bin,percent,6.8,6.9,0.007633588
236,Alabama,1 wk ahead,Bin,percent,6.9,7,0.007633588
237,Alabama,1 wk ahead,Bin,percent,7,7.1,0.007633588
238,Alabama,1 wk ahead,Bin,percent,7.1,7.2,0.007633588
239,Alabama,1 wk ahead,Bin,percent,7.2,7.3,0.007633588
240,Alabama,1 wk ahead,Bin,percent,7.3,7.4,0.007633588
241,Alabama,1 wk ahead,Bin,percent,7.4,7.5,0.007633588
242,Alabama,1 wk ahead,Bin,percent,7.5,7.6,0.007633588
243,Alabama,1 wk ahead,Bin,percent,7.6,7.7,0.007633588
244,Alabama,1 wk ahead,Bin,percent,7.7,7.8,0.007633588
245,Alabama,1 wk ahead,Bin,percent,7.8,7.9,0.007633588
246,Alabama,1 wk ahead,Bin,percent,7.9,8,0.007633588
247,Alabama,1 wk ahead,Bin,percent,8,8.1,0.007633588
248,Alabama,1 wk ahead,Bin,percent,8.1,8.2,0.007633588
249,Alabama,1 wk ahead,Bin,percent,8.2,8.3,0.007633588
250,Alabama,1 wk ahead,Bin,percent,8.3,8.4,0.007633588
251,Alabama,1 wk ahead,Bin,percent,8.4,8.5,0.007633588
252,Alabama,1 wk ahead,Bin,percent,8.5,8.6,0.007633588
253,Alabama,1 wk ahead,Bin,percent,8.6,8.7,0.007633588
254,Alabama,1 wk ahead,Bin,percent,8.7,8.8,0.007633588
255,Alabama,1 wk ahead,Bin,percent,8.8,8.9,0.007633588
256,Alabama,1 wk ahead,Bin,percent,8.9,9,0.007633588
257,Alabama,1 wk ahead,Bin,percent,9,9.1,0.007633588
258,Alabama,1 wk ahead,Bin,percent,9.1,9.2,0.007633588
259,Alabama,1 wk ahead,Bin,percent,9.2,9.3,0.007633588
260,Alabama,1 wk ahead,Bin,percent,9.3,9.4,0.007633588
261,Alabama,1 wk ahead,Bin,percent,9.4,9.5,0.007633588
262,Alabama,1 wk ahead,Bin,percent,9.5,9.6,0.007633588
263,Alabama,1 wk ahead,Bin,percent,9.6,9.7,0.007633588
264,Alabama,1 wk ahead,Bin,percent,9.7,9.8,0.007633588
265,Alabama,1 wk ahead,Bin,percent,9.8,9.9,0.007633588
266,Alabama,1 wk ahead,Bin,percent,9.9,10,0.007633588
267,Alabama,1 wk ahead,Bin,percent,10,10.1,0.007633588
268,Alabama,1 wk ahead,Bin,percent,10.1,10.2,0.007633588
269,Alabama,1 wk ahead,Bin,percent,10.2,10.3,0.007633588
270,Alabama,1 wk ahead,Bin,percent,10.3,10.4,0.007633588
271,Alabama,1 wk ahead,Bin,percent,10.4,10.5,0.007633588
272,Alabama,1 wk ahead,Bin,percent,10.5,10.6,0.007633588
273,Alabama,1 wk ahead,Bin,percent,10.6,10.7,0.007633588
274,Alabama,1 wk ahead,Bin,percent,10.7,10.8,0.007633588
275,Alabama,1 wk ahead,Bin,percent,10.8,10.9,0.007633588
276,Alabama,1 wk ahead,Bin,percent,10.9,11,0.007633588
277,Alabama,1 wk ahead,Bin,percent,11,11.1,0.007633588
278,Alabama,1 wk ahead,Bin,percent,11.1,11.2,0.007633588
279,Alabama,1 wk ahead,Bin,percent,11.2,11.3,0.007633588
280,Alabama,1 wk ahead,Bin,percent,11.3,11.4,0.007633588
281,Alabama,1 wk ahead,Bin,percent,11.4,11.5,0.007633588
282,Alabama,1 wk ahead,Bin,percent,11.5,11.6,0.007633588
283,Alabama,1 wk ahead,Bin,percent,11.6,11.7,0.007633588
284,Alabama,1 wk ahead,Bin,percent,11.7,11.8,0.007633588
285,Alabama,1 wk ahead,Bin,percent,11.8,11.9,0.007633588
286,Alabama,1 wk ahead,Bin,percent,11.9,12,0.007633588
287,Alabama,1 wk ahead,Bin,percent,12,12.1,0.007633588
288,Alabama,1 wk ahead,Bin,percent,12.1,12.2,0.007633588
289,Alabama,1 wk ahead,Bin,percent,12.2,12.3,0.007633588
290,Alabama,1 wk ahead,Bin,percent,12.3,12.4,0.007633588
291,Alabama,1 wk ahead,Bin,percent,12.4,12.5,0.007633588
292,Alabama,1 wk ahead,Bin,percent,12.5,12.6,0.007633588
293,Alabama,1 wk ahead,Bin,percent,12.6,12.7,0.007633588
294,Alabama,1 wk ahead,Bin,percent,12.7,12.8,0.007633588
295,Alabama,1 wk ahead,Bin,percent,12.8,12.9,0.007633588
296,Alabama,1 wk ahead,Bin,percent,12.9,13,0.007633588
297,Alabama,1 wk ahead,Bin,percent,13,100,0.007633588
298,Alabama,2 wk ahead,Point,percent,,,1.5
299,Alabama,2 wk ahead,Bin,percent,0,0.1,0.007633588
300,Alabama,2 wk ahead,Bin,percent,0.1,0.2,0.007633588
301,Alabama,2 wk ahead,Bin,percent,0.2,0.3,0.007633588
302,Alabama,2 wk ahead,Bin,percent,0.3,0.4,0.007633588
303,Alabama,2 wk ahead,Bin,percent,0.4,0.5,0.007633588
304,Alabama,2 wk ahead,Bin,percent,0.5,0.6,0.007633588
305,Alabama,2 wk ahead,Bin,percent,0.6,0.7,0.007633588
306,Alabama,2 wk ahead,Bin,percent,0.7,0.8,0.007633588
307,Alabama,2 wk ahead,Bin,percent,0.8,0.9,0.007633588
308,Alabama,2 wk ahead,Bin,percent,0.9,1,0.007633588
309,Alabama,2 wk ahead,Bin,percent,1,1.1,0.007633588
310,Alabama,2 wk ahead,Bin,percent,1.1,1.2,0.007633588
311,Alabama,2 wk ahead,Bin,percent,1.2,1.3,0.007633588
312,Alabama,2 wk ahead,Bin,percent,1.3,1.4,0.007633588
313,Alabama,2 wk ahead,Bin,percent,1.4,1.5,0.007633588
314,Alabama,2 wk ahead,Bin,percent,1.5,1.6,0.007633588
315,Alabama,2 wk ahead,Bin,percent,1.6,1.7,0.007633588
316,Alabama,2 wk ahead,Bin,percent,1.7,1.8,0.007633588
317,Alabama,2 wk ahead,Bin,percent,1.8,1.9,0.007633588
318,Alabama,2 wk ahead,Bin,percent,1.9,2,0.007633588
319,Alabama,2 wk ahead,Bin,percent,2,2.1,0.007633588
320,Alabama,2 wk ahead,Bin,percent,2.1,2.2,0.007633588
321,Alabama,2 wk ahead,Bin,percent,2.2,2.3,0.007633588
322,Alabama,2 wk ahead,Bin,percent,2.3,2.4,0.007633588
323,Alabama,2 wk ahead,Bin,percent,2.4,2.5,0.007633588
324,Alabama,2 wk ahead,Bin,percent,2.5,2.6,0.007633588
325,Alabama,2 wk ahead,Bin,percent,2.6,2.7,0.007633588
326,Alabama,2 wk ahead,Bin,percent,2.7,2.8,0.007633588
327,Alabama,2 wk ahead,Bin,percent,2.8,2.9,0.007633588
328,Alabama,2 wk ahead,Bin,percent,2.9,3,0.007633588
329,Alabama,2 wk ahead,Bin,percent,3,3.1,0.007633588
330,Alabama,2 wk ahead,Bin,percent,3.1,3.2,0.007633588
331,Alabama,2 wk ahead,Bin,percent,3.2,3.3,0.007633588
332,Alabama,2 wk ahead,Bin,percent,3.3,3.4,0.007633588
333,Alabama,2 wk ahead,Bin,percent,3.4,3.5,0.007633588
334,Alabama,2 wk ahead,Bin,percent,3.5,3.6,0.007633588
335,Alabama,2 wk ahead,Bin,percent,3.6,3.7,0.007633588
336,Alabama,2 wk ahead,Bin,percent,3.7,3.8,0.007633588
337,Alabama,2 wk ahead,Bin,percent,3.8,3.9,0.007633588
338,Alabama,2 wk ahead,Bin,percent,3.9,4,0.007633588
339,Alabama,2 wk ahead,Bin,percent,4,4.1,0.007633588
340,Alabama,2 wk ahead,Bin,percent,4.1,4.2,0.007633588
341,Alabama,2 wk ahead,Bin,percent,4.2,4.3,0.007633588
342,Alabama,2 wk ahead,Bin,percent,4.3,4.4,0.007633588
343,Alabama,2 wk ahead,Bin,percent,4.4,4.5,0.007633588
344,Alabama,2 wk ahead,Bin,percent,4.5,4.6,0.007633588
345,Alabama,2 wk ahead,Bin,percent,4.6,4.7,0.007633588
346,Alabama,2 wk ahead,Bin,percent,4.7,4.8,0.007633588
347,Alabama,2 wk ahead,Bin,percent,4.8,4.9,0.007633588
348,Alabama,2 wk ahead,Bin,percent,4.9,5,0.007633588
349,Alabama,2 wk ahead,Bin,percent,5,5.1,0.007633588
350,Alabama,2 wk ahead,Bin,percent,5.1,5.2,0.007633588
351,Alabama,2 wk ahead,Bin,percent,5.2,5.3,0.007633588
352,Alabama,2 wk ahead,Bin,percent,5.3,5.4,0.007633588
353,Alabama,2 wk ahead,Bin,percent,5.4,5.5,0.007633588
354,Alabama,2 wk ahead,Bin,percent,5.5,5.6,0.007633588
355,Alabama,2 wk ahead,Bin,percent,5.6,5.7,0.007633588
356,Alabama,2 wk ahead,Bin,percent,5.7,5.8,0.007633588
357,Alabama,2 wk ahead,Bin,percent,5.8,5.9,0.007633588
358,Alabama,2 wk ahead,Bin,percent,5.9,6,0.007633588
359,Alabama,2 wk ahead,Bin,percent,6,6.1,0.007633588
360,Alabama,2 wk ahead,Bin,percent,6.1,6.2,0.007633588
361,Alabama,2 wk ahead,Bin,percent,6.2,6.3,0.007633588
362,Alabama,2 wk ahead,Bin,percent,6.3,6.4,0.007633588
363,Alabama,2 wk ahead,Bin,percent,6.4,6.5,0.007633588
364,Alabama,2 wk ahead,Bin,percent,6.5,6.6,0.007633588
365,Alabama,2 wk ahead,Bin,percent,6.6,6.7,0.007633588
366,Alabama,2 wk ahead,Bin,percent,6.7,6.8,0.007633588
367,Alabama,2 wk ahead,Bin,percent,6.8,6.9,0.007633588
368,Alabama,2 wk ahead,Bin,percent,6.9,7,0.007633588
369,Alabama,2 wk ahead,Bin,percent,7,7.1,0.007633588
370,Alabama,2 wk ahead,Bin,percent,7.1,7.2,0.007633588
371,Alabama,2 wk ahead,Bin,percent,7.2,7.3,0.007633588
372,Alabama,2 wk ahead,Bin,percent,7.3,7.4,0.007633588
373,Alabama,2 wk ahead,Bin,percent,7.4,7.5,0.007633588
374,Alabama,2 wk ahead,Bin,percent,7.5,7.6,0.007633588
375,Alabama,2 wk ahead,Bin,percent,7.6,7.7,0.007633588
376,Alabama,2 wk ahead,Bin,percent,7.7,7.8,0.007633588
377,Alabama,2 wk ahead,Bin,percent,7.8,7.9,0.007633588
378,Alabama,2 wk ahead,Bin,percent,7.9,8,0.007633588
379,Alabama,2 wk ahead,Bin,percent,8,8.1,0.007633588
380,Alabama,2 wk ahead,Bin,percent,8.1,8.2,0.007633588
381,Alabama,2 wk ahead,Bin,percent,8.2,8.3,0.007633588
382,Alabama,2 wk ahead,Bin,percent,8.3,8.4,0.007633588
383,Alabama,2 wk ahead,Bin,percent,8.4,8.5,0.007633588
384,Alabama,2 wk ahead,Bin,percent,8.5,8.6,0.007633588
385,Alabama,2 wk ahead,Bin,percent,8.6,8.7,0.007633588
386,Alabama,2 wk ahead,Bin,percent,8.7,8.8,0.007633588
387,Alabama,2 wk ahead,Bin,percent,8.8,8.9,0.007633588
388,Alabama,2 wk ahead,Bin,percent,8.9,9,0.007633588
389,Alabama,2 wk ahead,Bin,percent,9,9.1,0.007633588
390,Alabama,2 wk ahead,Bin,percent,9.1,9.2,0.007633588
391,Alabama,2 wk ahead,Bin,percent,9.2,9.3,0.007633588
392,Alabama,2 wk ahead,Bin,percent,9.3,9.4,0.007633588
393,Alabama,2 wk ahead,Bin,percent,9.4,9.5,0.007633588
394,Alabama,2 wk ahead,Bin,percent,9.5,9.6,0.007633588
395,Alabama,2 wk ahead,Bin,percent,9.6,9.7,0.007633588
396,Alabama,2 wk ahead,Bin,percent,9.7,9.8,0.007633588
397,Alabama,2 wk ahead,Bin,percent,9.8,9.9,0.007633588
